X,Y,OBJECTID,FIRE_ID,ASMNT_TYPE,PRE_ID,POST_ID,NODATA_THRESHOLD,LOW_THRESHOLD,MODERATE_THRESHOLD,HIGH_THRESHOLD,LATITUDE,LONGITUDE,FIRE_TYPE,FIRE_NAME,GREENNESS_THRESHOLD,IG_DATE,ACRES,IRWINID,MAP_ID,MAP_PROG,PERIM_ID,DNBR_OFFST,DNBR_STDDV,COMMENTS
-95.719850611923,38.6564067407004,25002,KS3865709571920180509,Initial,A15STC20180405_30m,B15STC20180430_30m,-970,10,9999,9999,38.657,-95.718,Unknown,UNNAMED,-150,2018/05/09 00:00:00+00,2602,,10015079,MTBS,,-51,17,Mapped fire using prairie fire mapping protocol.
-96.5417903586093,38.6674034226744,25003,KS3866709654220180430,Initial,B14SQH20180321_30m,B14SQH20180430_30m,-970,25,9999,9999,38.667,-96.546,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,1915,,10015230,MTBS,,-46,21,Mapped fire using prairie fire mapping protocol.
-95.4780718757354,38.6742596396633,25004,KS3867409547820180509,Initial,A15STC20180405_30m,B15STC20180430_30m,-970,10,9999,9999,38.676,-95.476,Unknown,UNNAMED,-150,2018/05/09 00:00:00+00,1670,,10015081,MTBS,,-51,17,Mapped fire using prairie fire mapping protocol.
-96.2409845592773,38.6918904893514,25005,KS3869209624120180430,Initial,A14SQH20180405_30m,B14SQH20180430_30m,-970,-10,9999,9999,38.692,-96.24,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,5246,,10015226,MTBS,,-51,14,Mapped fire using prairie fire mapping protocol.
-96.6096733982639,38.6982158767974,25006,KS3869809661020180430,Initial,A14SQH20180405_30m,B14SQH20180430_30m,-970,10,9999,9999,38.699,-96.612,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,1289,,10015232,MTBS,,-51,14,Mapped fire using prairie fire mapping protocol.
-96.4034379885843,38.7000923162121,25007,KS3870309640420180430,Initial,B14SQH20180321_30m,A14SQH20180405_30m,-970,65,9999,9999,38.703,-96.406,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,2196,,10015205,MTBS,,33,9,Mapped fire using prairie fire mapping protocol.
-96.3222925156046,38.7550938471078,25008,KS3875509632220180430,Initial,A15STC20180405_30m,B15STC20180430_30m,-970,-20,9999,9999,38.754,-96.32,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,1019,,10015177,MTBS,,-44,12,Mapped fire using prairie fire mapping protocol.
-96.1663430488103,38.797832753357,25009,KS3880109616820180430,Initial,B14SQJ20180321_30m,B14SQJ20180430_30m,-970,55,9999,9999,38.802,-96.163,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,5895,,10015284,MTBS,,-7,16,Mapped fire using prairie fire mapping protocol.
-96.3408401323147,38.8576875410376,25010,KS3886009634220180430,Initial,802803320180313,802803320180430,-970,10,9999,9999,38.856,-96.339,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,1299,,10015058,MTBS,,-50,25,Mapped fire using prairie fire mapping protocol.
-96.3196391490418,38.881344777206,25011,KS3887809632420180430,Initial,802803320180313,802803320180430,-970,10,9999,9999,38.88,-96.32,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,6772,,10015060,MTBS,,-50,25,Mapped fire using prairie fire mapping protocol.
-96.2172251677155,38.8972267478745,25012,KS3890009621820180430,Initial,B14SQJ20180321_30m,B14SQJ20180430_30m,-970,55,9999,9999,38.906,-96.206,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,11069,,10015285,MTBS,,-7,16,Mapped fire using prairie fire mapping protocol.
-95.9717937191303,38.9172791836413,25013,KS3891509597320180430,Initial,B14SQJ20180321_30m,B14SQJ20180430_30m,-970,55,9999,9999,38.915,-95.968,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,1235,,10015291,MTBS,,-7,16,Mapped fire using prairie fire mapping protocol.
-96.0489040779645,38.912512765318,25014,KS3891609604820180430,Initial,B14SQJ20180321_30m,B14SQJ20180430_30m,-970,55,9999,9999,38.911,-96.063,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,7040,,10015286,MTBS,,-7,16,Mapped fire using prairie fire mapping protocol.
-96.3681668170887,38.9261267227496,25015,KS3892609636820180430,Initial,802803320180313,802803320180430,-970,5,9999,9999,38.928,-96.371,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,1590,,10015173,MTBS,,-44,21,Mapped fire using prairie fire mapping protocol.
-96.1227829653158,38.9428419920041,25016,KS3894309612320180430,Initial,B14SQJ20180321_30m,B14SQJ20180430_30m,-970,30,9999,9999,38.943,-96.123,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,1202,,10015292,MTBS,,-7,16,Mapped fire using prairie fire mapping protocol.
-96.0147129554507,38.9900228032012,25017,KS3899109601820180430,Initial,B14SQJ20180321_30m,B14SQJ20180430_30m,-970,25,9999,9999,38.987,-96.012,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,2487,,10015295,MTBS,,-7,16,Mapped fire using prairie fire mapping protocol.
-96.1869849444569,39.0281007603292,25018,KS3902809618720180430,Initial,802803320180313,802803320180430,-970,5,9999,9999,39.023,-96.184,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,4878,,10015176,MTBS,,-44,21,Mapped fire using prairie fire mapping protocol.
-95.898496797982,39.0329218921725,25019,KS3903309590720180430,Initial,B14SQJ20180321_30m,B14SQJ20180430_30m,-970,15,9999,9999,39.031,-95.898,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,2516,,10015311,MTBS,,-7,15,Mapped fire using prairie fire mapping protocol.
-95.9828086972349,39.0743795720701,25020,KS3907409598220180430,Initial,802703320180407,802803320180430,-970,20,9999,9999,39.077,-95.986,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,4113,,10015310,MTBS,,-39,15,Mapped fire using prairie fire mapping protocol.
-96.595923441762,39.1007446279534,25021,KS3909009659120180430,Initial,B14SQJ20180301_30m,B14SQJ20180321_30m,-970,15,9999,9999,39.096,-96.589,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,2033,,10015188,MTBS,,-25,10,Mapped fire using prairie fire mapping protocol.
-96.055962106564,39.1057558229311,25022,KS3910409605620180430,Initial,802703320180407,802803320180430,-970,20,9999,9999,39.107,-96.055,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,3343,,10015308,MTBS,,-39,15,Mapped fire using prairie fire mapping protocol.
-96.5445296646604,39.1245169479257,25023,KS3912509654320180430,Initial,B14SQJ20180321_30m,B14SQJ20180430_30m,-970,15,9999,9999,39.128,-96.552,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,2018,,10015191,MTBS,,-25,10,Mapped fire using prairie fire mapping protocol.
-96.6718178666309,39.2824055610942,25024,KS3928509667220180430,Initial,802803320180313,802803320180430,-970,30,9999,9999,39.28,-96.672,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,1319,,10015062,MTBS,,-16,37,Mapped fire using prairie fire mapping protocol.
-96.6052457352259,39.3125593260279,25025,KS3931209660620180430,Initial,802803320180313,802803320180430,-970,35,9999,9999,39.31,-96.608,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,3034,,10015048,MTBS,,-16,26,
-96.5559038750189,39.3396982004316,25026,KS3934009655620180430,Initial,802803320180313,802803320180430,-970,35,9999,9999,39.336,-96.553,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,4789,,10015050,MTBS,,-16,35,Mapped fire using prairie fire mapping protocol.
-96.6471080473335,39.3639296368652,25027,KS3936509664920180430,Initial,B14SPJ20180321_30m,A14SPJ20180405_30m,-970,60,9999,9999,39.364,-96.646,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,1829,,10015186,MTBS,,17,19,Mapped fire using prairie fire mapping protocol.
-95.8669612710128,39.3831917319543,25028,KS3938009586620180321,Initial,802803220180313,802703320180322,-970,15,9999,9999,39.383,-95.868,Prescribed Fire,FY 18 182 ROAD BROADCAST BURN,-150,2018/03/21 00:00:00+00,1008,,10015950,MTBS,,-12,6,
-96.6464396730314,39.4024303871676,25029,KS3940209664620180430,Initial,802803320180313,802803320180430,-970,10,9999,9999,39.402,-96.649,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,1264,,10015158,MTBS,,-44,21,Mapped fire using prairie fire mapping protocol.
-96.4537461057987,39.4251140265292,25030,KS3942509645420180430,Initial,802803320180313,802803320180430,-970,5,9999,9999,39.423,-96.456,Unknown,UNNAMED,-150,2018/04/30 00:00:00+00,2129,,10015167,MTBS,,-44,21,Mapped fire using prairie fire mapping protocol.
-84.5586433537298,36.6466310890501,25031,KY3664508455520180413,Initial,801903520150423,801903520180501,-970,80,235,9999,36.646,-84.558,Prescribed Fire,BALD KNOB,-150,2018/04/13 00:00:00+00,1070,,10007149,MTBS,,59,26,"NPS perimeter used, some edits applied to capture visible burn pixels outside of perimeter."
-84.4544726562509,36.783537601974,25032,KY3678208445520180309,Initial,B16SGF20180306_30m,A16SGF20180420_30m,-970,75,310,9999,36.783,-84.454,Prescribed Fire,UNNAMED,-150,2018/03/09 00:00:00+00,1130,,10015199,MTBS,,51,23,
-84.2856503805638,36.8710317357132,25033,KY3686608428320180303,Initial,B16SGF20180125_30m,B16SGF20180306_30m,-970,35,9999,9999,36.875,-84.292,Prescribed Fire,UNNAMED,-150,2018/03/03 00:00:00+00,2734,,10015213,MTBS,,-10,22,large area of unburneed within fire
-83.0337116424572,36.9760929175055,25034,KY3698008304020180501,Initial (SS),,A17SLA20180520_30m,9999,690,-9999,-9999,36.976,-83.034,Wildfire,LITTLE SHEPHERDS TRAIL,9999,2018/05/01 00:00:00+00,541,D91D8B40-AC54-4D4B-9F85-C6C608F47A1E,10014250,MTBS,,-9999,-9999,
-93.1426503196238,30.94045392388,25035,LA3093109314220180523,Initial,B15RVQ20180514_30m,A15RVQ20180529_30m,-970,50,300,999,30.941,-93.142,Wildfire,112,-150,2018/05/23 00:00:00+00,694,43D09615-F618-4DB4-A74C-7768CF53AFC4,10013523,MTBS,,-8,6,
-93.1404813167225,30.9746705300136,25036,LA3097409314320180310,Initial,A15RVQ20180208_30m,B15RVQ20180315_30m,-970,40,9999,9999,30.976,-93.142,Prescribed Fire,C-111,-150,2018/03/10 00:00:00+00,1301,07A4D6D9-8B39-41D5-ABF1-7161361EF923,10015978,MTBS,,31,6,
-93.0716386731302,31.0065571190878,25037,LA3100509307120180302,Initial,A15RVQ20180208_30m,B15RVQ20180315_30m,-970,50,9999,9999,31.007,-93.073,Prescribed Fire,C-120,-150,2018/03/02 00:00:00+00,917,CA87D516-5283-4180-94B2-8695F4738828,10013525,MTBS,,41,14,
-93.1104239451592,31.022857527036,25038,LA3102209310420180402,Initial,A15RVQ20180330_30m,A15RVQ20180419_30m,-970,40,320,9999,31.027,-93.109,Prescribed Fire,UNNAMED,-150,2018/04/02 00:00:00+00,974,,10011931,MTBS,,-11,22,
-92.9727921498843,31.0237915272359,25039,LA3102309297120180418,Initial,B15RVQ20180404_30m,A15RVQ20180419_30m,-970,15,9999,9999,31.026,-92.972,Prescribed Fire,UNNAMED,-150,2018/04/18 00:00:00+00,1106,,10013833,MTBS,,-20,19,
-93.181988472693,31.0161453340475,25040,LA3102809319520180418,Initial,A15RVQ20180330_30m,A15RVQ20180419_30m,-970,35,9999,9999,31.017,-93.181,Prescribed Fire,C-256,-150,2018/04/18 00:00:00+00,694,B0CD1959-D869-42A9-A09A-5D5C30B879D4,10013817,MTBS,,-32,24,
-93.0719337301091,31.0452868420591,25041,LA3103209306620180402,Initial,A15RVQ20180330_30m,B15RVQ20180404_30m,-970,30,330,9999,31.043,-93.073,Prescribed Fire,UNNAMED,-150,2018/04/02 00:00:00+00,2531,,10011934,MTBS,,-11,19,
-93.0151391372476,31.0478701156612,25042,LA3104809301520180405,Initial,A15RVQ20180330_30m,A15RVQ20180419_30m,-970,35,335,9999,31.047,-93.015,Prescribed Fire,UNNAMED,-150,2018/04/05 00:00:00+00,1589,,10011936,MTBS,,31,33,
-92.9830929961549,31.0553705373753,25043,LA3105609298420181128,Initial,B15RVQ20181120_30m,A15RVQ20190124_30m,-970,60,9999,9999,31.053,-92.982,Prescribed Fire,UNNAMED,-150,2018/11/28 00:00:00+00,1492,,10012114,MTBS,,24,15,
-92.5557897598895,31.0522788042615,25044,LA3106009254420180202,Initial,B15RWQ20180124_30m,B15RWQ20180302_30m,-970,75,9999,9999,31.05,-92.555,Prescribed Fire,C-52,-150,2018/02/02 00:00:00+00,810,1A0741D7-2164-479F-B3AA-DE19FC194E1E,10011663,MTBS,,55,-17,
-93.0163747584113,31.0648971531259,25045,LA3106409301820181128,Initial,B15RVQ20181120_30m,A15RVQ20190124_30m,-970,50,9999,9999,31.064,-93.017,Prescribed Fire,UNNAMED,-150,2018/11/28 00:00:00+00,2298,,10012116,MTBS,,24,15,
-92.8906050271804,31.06480136069,25046,LA3106509288920180405,Initial,B15RWQ20180404_30m,A15RWQ20180419_30m,-970,60,9999,9999,31.064,-92.89,Prescribed Fire,UNNAMED,-150,2018/04/05 00:00:00+00,2526,,10011950,MTBS,,-9,27,
-93.0303190562153,31.0876828773112,25047,LA3109309306620180405,Initial,A15RVQ20180208_30m,A15RVQ20180330_30m,-970,40,9999,9999,31.097,-93.03,Prescribed Fire,C-238,-150,2018/04/05 00:00:00+00,3709,088A22B6-DC57-496A-9F5F-ECEBEF2217F0,10012066,MTBS,,-37,38,
-92.5652942888974,31.1030171384296,25048,LA3110509255520180415,Initial,B15RWQ20180404_30m,A15RWQ20180419_30m,-970,30,9999,9999,31.101,-92.568,Prescribed Fire,C-48/372,-150,2018/04/15 00:00:00+00,2336,43C65751-4427-4B23-A1A8-91A4FF29E7C2,10011719,MTBS,,-26,15,
-92.6212361754066,31.1166400542135,25049,LA3111609262620180413,Initial,A15RWQ20180330_30m,A15RWQ20180419_30m,-970,-10,9999,9999,31.116,-92.618,Prescribed Fire,C-44/367,-150,2018/04/13 00:00:00+00,617,8C7D139C-5C92-4A83-8664-3D9A1B8ADB2F,10011713,MTBS,,-29,26,
-92.5664221475034,31.12958965589,25050,LA3112509257120180322,Initial,B15RWQ20180411_30m,A15RWQ20180419_30m,-970,-10,9999,9999,31.133,-92.562,Wildfire,SURPRISE 1,-150,2018/03/22 00:00:00+00,1654,853D3686-A206-4384-88EA-4B6401AB6504,10011974,MTBS,,-37,13,
-92.6164204568472,31.1312159274044,25051,LA3113109261720180413,Initial,B15RWQ20180404_30m,A15RWQ20180419_30m,-970,50,9999,9999,31.13,-92.615,Prescribed Fire,UNNAMED,-150,2018/04/13 00:00:00+00,1122,,10011781,MTBS,,-23,15,
-92.5973949797479,31.1504231560712,25052,LA3114409259520180304,Initial,A15RWQ20180129_30m,B15RWQ20180315_30m,-970,60,9999,9999,31.149,-92.595,Prescribed Fire,UNNAMED,-150,2018/03/04 00:00:00+00,3203,,10011793,MTBS,,86,19,
-92.6743487363764,31.1549349861933,25053,LA3115309266120180307,Initial,B15RWQ20180124_30m,B15RWQ20180315_30m,-970,50,9999,9999,31.157,-92.673,Prescribed Fire,C-40,-150,2018/03/07 00:00:00+00,1291,1BB35D05-17AD-4385-9225-1F96CD4EEF25,10011666,MTBS,,57,9,
-92.6279667117083,31.2281740420179,25054,LA3121009264720180410,Initial,B15RWQ20180404_30m,A15RWQ20180419_30m,-970,40,350,9999,31.231,-92.629,Prescribed Fire,C-29,-150,2018/04/10 00:00:00+00,2883,BA0282B3-76BD-4E52-9280-C9295EE00C39,10011711,MTBS,,-29,24,
-92.6588383194493,31.2192027780328,25055,LA3121909265920180131,Initial,A15RWQ20180129_30m,B15RWQ20180315_30m,-970,50,9999,9999,31.221,-92.659,Prescribed Fire,UNNAMED,-150,2018/01/31 00:00:00+00,1718,,10011820,MTBS,,55,16,
-92.686939826077,31.2227805087394,25056,LA3123009268220180502,Initial,B15RWQ20180424_30m,A15RWQ20180509_30m,-970,10,9999,9999,31.221,-92.689,Prescribed Fire,UNNAMED,-150,2018/05/02 00:00:00+00,1855,,10011826,MTBS,,-1,10,Reviewed and edited masking. 10/02/2020 WR
-92.6403130779414,31.2474360155397,25057,LA3124809264220180125,Initial,B15RWQ20180124_30m,A15RWQ20180129_30m,-970,40,9999,9999,31.248,-92.64,Prescribed Fire,UNNAMED,-150,2018/01/25 00:00:00+00,1188,,10011829,MTBS,,-21,15,Reviewed and edited perimeter and boundary. 10/05/2020 WR
-92.672712620482,31.2464182201383,25058,LA3125009267120180124,Initial,B15RWQ20180124_30m,A15RWQ20180129_30m,-970,40,9999,9999,31.246,-92.672,Prescribed Fire,UNNAMED,-150,2018/01/24 00:00:00+00,897,,10011840,MTBS,,-20,14,
-93.1164369907029,31.3826352286759,25059,LA3137809312420180502,Initial,A15RVQ20180419_30m,A15RVQ20180509_30m,-970,30,9999,9999,31.383,-93.117,Prescribed Fire,UNNAMED,-150,2018/05/02 00:00:00+00,926,,10011996,MTBS,,-26,12,
-93.1097167233831,31.3718637567227,25060,LA3139109308120180201,Initial,A15RVQ20180129_30m,A15RVQ20180208_30m,-970,75,9999,9999,31.374,-93.112,Prescribed Fire,C-64,-150,2018/02/01 00:00:00+00,778,4EDA20C3-0BDB-4732-ADFD-7C9A387B6520,10011664,MTBS,,10,6,
-93.1787324872736,31.4442306479329,25061,LA3143909317620180501,Initial,B15RVQ20180424_30m,B15RVQ20180514_30m,-970,50,9999,9999,31.444,-93.179,Prescribed Fire,C-34/57,-150,2018/05/01 00:00:00+00,1767,68EB64A0-6255-4827-A438-5A00C61EE0B0,10011995,MTBS,,-13,15,
-93.1194465104419,31.4405237973995,25062,LA3144909313620180323,Initial,B15RVQ20180315_30m,A15RVQ20180330_30m,-970,50,9999,9999,31.443,-93.12,Prescribed Fire,UNNAMED,-150,2018/03/23 00:00:00+00,3431,,10011849,MTBS,,-39,25,
-92.3774785038611,31.4615062834077,25063,LA3146009237920180418,Initial,B15RWQ20180404_30m,B15RWQ20180424_30m,-970,50,9999,9999,31.462,-92.379,Prescribed Fire,UNNAMED,-150,2018/04/18 00:00:00+00,1469,,10011857,MTBS,,-36,16,
-93.1263811450654,31.4951505072956,25064,LA3149509313220180131,Initial,A15RVQ20180129_30m,A15RVQ20180208_30m,-970,50,9999,9999,31.497,-93.126,Prescribed Fire,C-11,-150,2018/01/31 00:00:00+00,1407,727FB567-AC18-4044-BC92-637059E8B22E,10011654,MTBS,,-4,39,
-92.4384082111898,31.5032741067421,25065,LA3150409243920180125,Initial,B15RWQ20180124_30m,A15RWQ20180129_30m,-970,40,9999,9999,31.504,-92.439,Prescribed Fire,UNNAMED,-150,2018/01/25 00:00:00+00,873,,10011861,MTBS,,-25,18,
-92.5063047193626,31.6229420927903,25066,LA3161809250020180324,Initial,A15SWR20170223_30m,A15RWQ20180330_30m,-970,50,295,9999,31.624,-92.504,Prescribed Fire,C-49,-150,2018/03/24 00:00:00+00,596,4429C99B-F926-487D-9B76-C835680B0B40,10012084,MTBS,,-37,19,
-92.4728214084125,31.6220371458648,25067,LA3162609247020180419,Initial,B15SWR20180404_30m,A15SWR20180429_30m,-970,-9999,9999,9999,31.623,-92.473,Prescribed Fire,C-51,-150,2018/04/19 00:00:00+00,1762,14CD07F2-4969-4E6E-BBD8-D0636C72CABC,10011720,MTBS,,-33,22,
-92.4967989472805,31.6315991369245,25068,LA3163009250320180509,Initial,A15SWR20180429_30m,B15SWR20180514_30m,-970,45,9999,9999,31.631,-92.497,Prescribed Fire,C-38,-150,2018/05/09 00:00:00+00,1288,5642580B-DF2F-4916-BE95-D178CB0205CC,10011765,MTBS,,39,11,
-92.5248715555796,31.6478282171951,25069,LA3164309253120180425,Initial,A15SWR20180419_30m,A15SWR20180429_30m,-970,-10,99999,9999,31.649,-92.525,Prescribed Fire,C-41/42,-150,2018/04/25 00:00:00+00,877,FDE0E566-3560-4E1F-BEB9-FE8041C523F8,10011989,MTBS,,-17,8,"Reviewed, no changes made. 10/02/2020 WR"
-92.6108434479797,31.658622792161,25070,LA3165009262320180317,Initial,A15SWR20170223_30m,A15SWR20180330_30m,-970,-50,9999,9999,31.657,-92.61,Prescribed Fire,C-21,-150,2018/03/17 00:00:00+00,869,986773A4-FC43-468D-BFE2-F25D9A8CCFBF,10012080,MTBS,,-52,39,
-92.5421522912139,31.6486237287063,25071,LA3165409254220180425,Initial,A15SWR20180419_30m,A15SWR20180429_30m,-970,10,9999,9999,31.649,-92.545,Prescribed Fire,UNNAMED,-150,2018/04/25 00:00:00+00,1174,,10011951,MTBS,,-18,13,
-92.5491758727623,31.6618368691493,25072,LA3166209255120180421,Initial,A15SWR20180419_30m,A15SWR20180429_30m,-970,-10,9999,550,31.663,-92.55,Prescribed Fire,UNNAMED,-150,2018/04/21 00:00:00+00,531,,10011956,MTBS,,-15,6,
-92.5261624656788,31.6624838101509,25073,LA3166709252820180427,Initial,A15SWR20180419_30m,A15SWR20180429_30m,-970,-10,9999,9999,31.661,-92.527,Prescribed Fire,UNNAMED,-150,2018/04/27 00:00:00+00,779,,10011959,MTBS,,-15,8,
-92.5894712282227,31.6764212736138,25074,LA3167309259720180327,Initial (SS),,A15SWR20180330_30m,9999,550,-9999,-9999,31.677,-92.589,Prescribed Fire,C-20,9999,2018/03/27 00:00:00+00,900,ED28AE53-CCFB-43C6-B6D0-DDBC9BB881DB,10012104,MTBS,,-9999,-9999,
-92.521393584749,31.6883796296381,25075,LA3168109252320180131,Initial,B15SWR20180124_30m,A15SWR20180208_30m,-970,-10,9999,9999,31.688,-92.524,Prescribed Fire,UNNAMED,-150,2018/01/31 00:00:00+00,1884,,10011962,MTBS,,31,20,
-92.4847149349398,31.7066284047649,25076,LA3171509248320180321,Initial,A15SWR20170223_30m,A15SWR20180330_30m,-970,-30,9999,9999,31.706,-92.482,Prescribed Fire,C-6/7,-150,2018/03/21 00:00:00+00,1270,E862D469-300A-4E3E-ADC2-677B895F9823,10012085,MTBS,,-43,25,
-92.5610510185769,31.7517065470985,25077,LA3175309256120180320,Initial (SS),,A15SWR20180330_30m,9999,590,-9999,-9999,31.753,-92.56,Prescribed Fire,C-112,9999,2018/03/20 00:00:00+00,2034,AF8AACE9-9DE7-46EC-8EA8-120E7FBB67C0,10012074,MTBS,,-9999,-9999,
-92.5414343165592,31.8320790732742,25078,LA3183709252220180308,Initial,A15SWR20170223_30m,A15SWR20180330_30m,-970,-20,9999,9999,31.833,-92.54,Prescribed Fire,UNNAMED,-150,2018/03/08 00:00:00+00,1077,,10012089,MTBS,,-39,41,
-92.7913987379339,31.8510571375748,25079,LA3184809279720180510,Initial,A15SWR20180429_30m,B15SWR20180514_30m,-970,50,9999,9999,31.853,-92.791,Prescribed Fire,C-75,-150,2018/05/10 00:00:00+00,1105,AC1823A6-2241-4285-B747-EE508ACF27CB,10011766,MTBS,,-24,20,
-92.7291274909897,31.8809492680511,25080,LA3188309272820180321,Initial,A15SWR20170223_30m,A15SWR20180330_30m,-970,10,9999,9999,31.882,-92.73,Prescribed Fire,UNNAMED,-150,2018/03/21 00:00:00+00,699,,10012095,MTBS,,-52,32,
-92.7593786482158,31.8847184136559,25081,LA3188509275920180509,Initial,A15SWR20180429_30m,B15SWR20180514_30m,-970,50,9999,9999,31.884,-92.759,Prescribed Fire,COMPARTMENT 65 68,-150,2018/05/09 00:00:00+00,571,,10011769,MTBS,,31,8,
-92.8082974106309,31.9872165026004,25082,LA3197209280720180309,Initial,A15SWR20180208_30m,A15SWR20180330_30m,-970,10,9999,9999,31.989,-92.808,Prescribed Fire,C-41/45,-150,2018/03/09 00:00:00+00,1075,E683A1AF-1124-4EEA-8AA5-65457916F7BE,10011668,MTBS,,-26,33,
-92.8417384549674,31.9772439472815,25083,LA3197809284220180309,Initial,A15SWR20180208_30m,B15SWR20180315_30m,-970,50,9999,9999,31.976,-92.84,Prescribed Fire,C-46,-150,2018/03/09 00:00:00+00,1078,2102624A-C5F1-455C-91B3-8B6A920E0989,10011678,MTBS,,18,23,
-92.8121672402442,32.0169426324823,25084,LA3200209279620180126,Initial,B15SWR20180124_30m,A15SWR20180129_30m,-970,20,9999,9999,32.017,-92.813,Prescribed Fire,UNNAMED,-150,2018/01/26 00:00:00+00,1784,,10011893,MTBS,,-11,20,
-92.8462822791118,32.0135826264769,25085,LA3200909285020180501,Initial,A15SWR20180429_30m,A15SWR20180509_30m,-970,40,9999,9999,32.017,-92.851,Prescribed Fire,C-115/40,-150,2018/05/01 00:00:00+00,1764,E9AB4D00-605E-4ADE-9342-4AB6A8C03A03,10011753,MTBS,,-7,9,
-92.8595547741503,32.0232951649307,25086,LA3203609285320180320,Initial,A15SWR20180208_30m,A15SWR20180330_30m,-970,50,9999,9999,32.024,-92.86,Prescribed Fire,UNNAMED,-150,2018/03/20 00:00:00+00,1025,,10011921,MTBS,,5,24,Mapped and edited mapping. 10/02/2020 WR
-92.842862414407,32.0546961409435,25087,LA3205709284220180430,Initial,A15SWR20180429_30m,A15SWR20180509_30m,-970,50,350,9999,32.056,-92.843,Prescribed Fire,WINN C-24,-150,2018/04/30 00:00:00+00,2522,892CD11E-6939-45E5-8271-8C11A6835167,10011763,MTBS,,-3,8,
-92.9581855548653,32.0713519628214,25088,LA3207109296120180507,Initial,A15SWR20180429_30m,A15SWR20180509_30m,-970,50,9999,9999,32.072,-92.958,Prescribed Fire,C-13/17/18,-150,2018/05/07 00:00:00+00,1837,A08C8ADE-8555-409A-8A25-306E1D70DB08,10011756,MTBS,,-3,6,
-93.2545670393759,32.7040176169216,25089,LA3270409325920180402,Initial,A15SVS20170315_30m,A15SVS20180409_30m,-970,-22,9999,9999,32.705,-93.252,Prescribed Fire,UNNAMED,-150,2018/04/02 00:00:00+00,682,,10012301,MTBS,,-22,28,
-93.2384941207564,32.7150843927795,25090,LA3270609324220180307,Initial,A15SVS20180208_30m,A15SVS20180330_30m,-970,10,9999,9999,32.714,-93.235,Prescribed Fire,C-25 26 & 27,-150,2018/03/07 00:00:00+00,1563,C288B8F9-1B63-489C-A040-AA2581216F8A,10012297,MTBS,,29,27,
-93.2750495339608,32.7069695346731,25091,LA3270909327420180315,Initial,A15SVS20180208_30m,A15SVS20180330_30m,-970,50,9999,9999,32.709,-93.274,Prescribed Fire,C-28,-150,2018/03/15 00:00:00+00,883,756641ED-7571-4A33-B781-DFE50C777D02,10011467,MTBS,,49,9,Reviewed and edited masked and perimeter. 10/02/2020 WR
-92.9834555409191,32.8847691139845,25092,LA3288309298420180322,Initial,A15SVS20180208_30m,A15SVS20180330_30m,-970,50,9999,9999,32.884,-92.985,Prescribed Fire,MIDDLEFORK UNIT,-150,2018/03/22 00:00:00+00,1514,7E344D85-ABE7-4B57-BCA0-1E67C1D7AE5D,10011478,MTBS,,53,11,
-86.1666480709526,43.4991415624854,25093,MI4349808616820180514,Initial,B16TEP20180508_30m,B16TEP20180518_30m,-970,-9999,9999,9999,43.499,-86.167,Prescribed Fire,SER 438 / WHITE RIVER,-150,2018/05/14 00:00:00+00,814,CBAEEFD8-F22F-4C9E-8A5F-DE51EC8F8971,10015011,MTBS,,-41,36,
-83.7482988223294,44.4235228720445,25094,MI4440008375020180430,Initial,802002920160416,802002920180508,-970,25,9999,9999,44.417,-83.747,Prescribed Fire,BRITTLE 04/30/2018,-150,2018/04/30 00:00:00+00,3484,22CA9493-544F-4845-8343-6A14631BB3A2,10014997,MTBS,,78,18,
-83.6118980040106,44.425436133753,25095,MI4443008361320180505,Initial,802002920160416,802002920180508,-970,30,9999,9999,44.425,-83.614,Out of Area Response,BRITTLE 05/05/2018,-150,2018/05/05 00:00:00+00,869,6A40C480-D46B-4DD2-910E-981E676D9976,10014996,MTBS,,72,17,
